Driver,DriverNumber,Team,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,Stint,SpeedI1,SpeedI2,SpeedFL,SpeedST,TrackStatus,IsPersonalBest,LapStartTime,Year,Event,Session,LapTime_sec,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,QualiSegment,IsPushLap,CircuitName,Country,TrackType,Altitude_m,DRSZones,LapSpeedClass,TrackLength_m,NumCorners,CornerDensity,AvgCornerSpacing_m
LEC,16,Ferrari,0 days 00:01:56.329000,18,0 days 00:00:36.894000,0 days 00:00:39.108000,0 days 00:00:40.327000,SOFT,3,TRUE,6,186,208,,245,1,FALSE,0 days 00:53:07.808000,2025,Qatar Grand Prix,Q,116.329,0 days 00:55:04.137000,20.4,74,1016.5,FALSE,25.5,329,0.6,Q2,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
HUL,27,Alfa Romeo,0 days 00:01:55.146000,20,0 days 00:00:40.244000,0 days 00:00:37.084000,0 days 00:00:37.818000,SOFT,6,FALSE,6,172,209,,212,1,FALSE,0 days 00:53:17.996000,2025,Qatar Grand Prix,Q,115.146,0 days 00:55:13.142000,20.4,74,1016.5,FALSE,25.5,329,0.6,Q2,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
BOR,5,Alfa Romeo,0 days 00:01:58.990000,20,0 days 00:00:47.215000,0 days 00:00:32.078000,0 days 00:00:39.697000,SOFT,6,FALSE,6,204,250,,124,1,FALSE,0 days 00:53:25.970000,2025,Qatar Grand Prix,Q,118.99,0 days 00:55:24.960000,20.4,74,1016.5,FALSE,25.5,329,0.6,Q2,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
VER,1,Red Bull Racing,,17,,0 days 00:00:31.468000,0 days 00:00:28.028000,SOFT,1,TRUE,4,231,266,258,139,1,FALSE,0 days 00:49:39.965000,2025,Qatar Grand Prix,Q,,0 days 01:02:12.673000,20.3,75,1016.4,FALSE,24.8,0,0.7,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
NOR,4,McLaren,,13,,0 days 00:00:30.089000,0 days 00:00:30.423000,SOFT,1,TRUE,5,230,268,287,105,1,FALSE,0 days 00:53:01.964000,2025,Qatar Grand Prix,Q,,0 days 01:02:19.326000,20.3,75,1016.4,FALSE,24.8,0,0.7,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
RUS,63,Mercedes,,19,,0 days 00:00:30.324000,0 days 00:00:27.210000,SOFT,1,TRUE,4,231,281,265,135,1,FALSE,0 days 00:54:41.787000,2025,Qatar Grand Prix,Q,,0 days 01:02:25.804000,20.3,75,1016.4,FALSE,24.8,0,0.7,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
LEC,16,Ferrari,,19,,0 days 00:00:31.072000,0 days 00:00:31.482000,SOFT,4,FALSE,7,216,266,285,97,1,FALSE,0 days 00:55:04.137000,2025,Qatar Grand Prix,Q,,0 days 01:02:31.393000,20.3,75,1016.4,FALSE,24.8,0,0.7,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
HAD,6,Racing Bulls,,16,,0 days 00:00:33.657000,0 days 00:00:26.376000,SOFT,1,TRUE,6,216,267,283,123,1,FALSE,0 days 00:54:20.315000,2025,Qatar Grand Prix,Q,,0 days 01:02:37.901000,20.3,75,1016.4,FALSE,24.8,0,0.7,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
PIA,81,McLaren,,13,,0 days 00:00:30.014000,0 days 00:00:34.093000,SOFT,1,TRUE,5,229,275,285,86,1,FALSE,0 days 00:53:19.486000,2025,Qatar Grand Prix,Q,,0 days 01:02:48.868000,20.3,75,1016.5,FALSE,24.8,0,0.6,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
GAS,10,Alpine,,16,,0 days 00:00:31.097000,0 days 00:00:26.442000,SOFT,4,FALSE,6,218,264,284,129,1,FALSE,0 days 00:54:32.923000,2025,Qatar Grand Prix,Q,,0 days 01:03:00.671000,20.3,75,1016.5,FALSE,24.8,0,0.6,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
SAI,55,Williams,,20,,0 days 00:00:30.270000,0 days 00:00:24.995000,SOFT,4,FALSE,6,237,276,285,104,1,FALSE,0 days 00:53:59.103000,2025,Qatar Grand Prix,Q,,0 days 01:03:34.739000,20.3,75,1016.5,FALSE,24.8,0,0.6,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
NOR,4,McLaren,0 days 00:01:19.495000,14,0 days 00:00:29.212000,0 days 00:00:26.978000,0 days 00:00:23.305000,SOFT,2,TRUE,5,259,291,285,323,1,TRUE,0 days 01:02:19.326000,2025,Qatar Grand Prix,Q,79.495,0 days 01:03:38.821000,20.3,75,1016.5,FALSE,24.8,0,0.6,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
VER,1,Red Bull Racing,0 days 00:01:32.335000,18,0 days 00:00:35.401000,0 days 00:00:30.374000,0 days 00:00:26.560000,SOFT,2,TRUE,4,129,269,287,296,1,TRUE,0 days 01:02:12.673000,2025,Qatar Grand Prix,Q,92.335,0 days 01:03:45.008000,20.3,75,1016.5,FALSE,24.9,1,0.4,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
HAD,6,Racing Bulls,0 days 00:01:20.114000,17,0 days 00:00:29.473000,0 days 00:00:27.125000,0 days 00:00:23.516000,SOFT,2,TRUE,6,256,287,283,323,1,TRUE,0 days 01:02:37.901000,2025,Qatar Grand Prix,Q,80.114,0 days 01:03:58.015000,20.3,75,1016.5,FALSE,24.9,1,0.4,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
RUS,63,Mercedes,0 days 00:01:39.134000,20,0 days 00:00:37.916000,0 days 00:00:34.655000,0 days 00:00:26.563000,SOFT,2,TRUE,4,228,217,286,290,1,TRUE,0 days 01:02:25.804000,2025,Qatar Grand Prix,Q,99.134,0 days 01:04:04.938000,20.3,75,1016.5,FALSE,24.9,1,0.4,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
PIA,81,McLaren,0 days 00:01:19.530000,14,0 days 00:00:29.306000,0 days 00:00:26.967000,0 days 00:00:23.257000,SOFT,2,TRUE,5,259,291,286,324,1,TRUE,0 days 01:02:48.868000,2025,Qatar Grand Prix,Q,79.53,0 days 01:04:08.398000,20.3,75,1016.5,FALSE,24.9,1,0.4,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
LEC,16,Ferrari,0 days 00:01:38.747000,20,0 days 00:00:29.709000,0 days 00:00:27.286000,0 days 00:00:41.752000,SOFT,5,FALSE,7,258,290,,322,1,FALSE,0 days 01:02:31.393000,2025,Qatar Grand Prix,Q,98.747,0 days 01:04:10.140000,20.3,75,1016.5,FALSE,24.9,1,0.4,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
GAS,10,Alpine,0 days 00:01:20.744000,17,0 days 00:00:29.563000,0 days 00:00:27.318000,0 days 00:00:23.863000,SOFT,5,FALSE,6,255,287,280,324,1,TRUE,0 days 01:03:00.671000,2025,Qatar Grand Prix,Q,80.744,0 days 01:04:21.415000,20.3,75,1016.5,FALSE,24.9,1,0.4,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
ANT,12,Mercedes,,17,,0 days 00:00:34.091000,0 days 00:00:26.380000,SOFT,4,FALSE,5,232,165,286,73,1,FALSE,0 days 00:54:34.627000,2025,Qatar Grand Prix,Q,,0 days 01:04:24.071000,20.3,75,1016.5,FALSE,24.9,1,0.4,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
ALO,14,Aston Martin,,16,,0 days 00:00:29.614000,0 days 00:00:25.579000,SOFT,4,FALSE,5,229,273,283,106,1,FALSE,0 days 00:54:17.868000,2025,Qatar Grand Prix,Q,,0 days 01:04:29.532000,20.3,75,1016.5,FALSE,24.9,1,0.4,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
SAI,55,Williams,0 days 00:01:20.707000,21,0 days 00:00:29.816000,0 days 00:00:27.274000,0 days 00:00:23.617000,SOFT,5,FALSE,6,254,289,284,321,1,TRUE,0 days 01:03:34.739000,2025,Qatar Grand Prix,Q,80.707,0 days 01:04:55.446000,20.3,76,1016.5,FALSE,24.9,14,1.2,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
VER,1,Red Bull Racing,0 days 00:01:19.949000,19,0 days 00:00:29.337000,0 days 00:00:27.182000,0 days 00:00:23.430000,SOFT,3,TRUE,4,257,289,284,325,1,TRUE,0 days 01:03:45.008000,2025,Qatar Grand Prix,Q,79.949,0 days 01:05:04.957000,20.3,76,1016.5,FALSE,24.9,14,1.2,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
RUS,63,Mercedes,0 days 00:01:19.842000,21,0 days 00:00:29.214000,0 days 00:00:27.162000,0 days 00:00:23.466000,SOFT,3,TRUE,4,259,291,285,327,1,TRUE,0 days 01:04:04.938000,2025,Qatar Grand Prix,Q,79.842,0 days 01:05:24.780000,20.3,76,1016.5,FALSE,24.9,14,1.2,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
NOR,4,McLaren,0 days 00:01:47.627000,15,0 days 00:00:43.452000,0 days 00:00:31.343000,0 days 00:00:32.832000,SOFT,3,TRUE,5,192,264,,162,1,FALSE,0 days 01:03:38.821000,2025,Qatar Grand Prix,Q,107.627,0 days 01:05:26.448000,20.3,76,1016.5,FALSE,24.9,14,1.2,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
HAD,6,Racing Bulls,0 days 00:01:39.167000,18,0 days 00:00:33.592000,0 days 00:00:32.705000,0 days 00:00:32.870000,SOFT,3,TRUE,6,221,259,,306,1,FALSE,0 days 01:03:58.015000,2025,Qatar Grand Prix,Q,99.167,0 days 01:05:37.182000,20.3,76,1016.5,FALSE,24.9,14,1.2,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
ANT,12,Mercedes,0 days 00:01:20.175000,18,0 days 00:00:29.392000,0 days 00:00:27.115000,0 days 00:00:23.668000,SOFT,5,FALSE,5,256,292,285,326,1,TRUE,0 days 01:04:24.071000,2025,Qatar Grand Prix,Q,80.175,0 days 01:05:44.246000,20.2,75,1016.5,FALSE,24.9,336,1,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
ALO,14,Aston Martin,0 days 00:01:20.552000,17,0 days 00:00:29.472000,0 days 00:00:27.452000,0 days 00:00:23.628000,SOFT,5,FALSE,5,257,288,280,324,1,TRUE,0 days 01:04:29.532000,2025,Qatar Grand Prix,Q,80.552,0 days 01:05:50.084000,20.2,75,1016.5,FALSE,24.9,336,1,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
PIA,81,McLaren,0 days 00:01:52.472000,15,0 days 00:00:38.753000,0 days 00:00:39.566000,0 days 00:00:34.153000,SOFT,3,TRUE,5,213,166,,199,1,FALSE,0 days 01:04:08.398000,2025,Qatar Grand Prix,Q,112.472,0 days 01:06:00.870000,20.2,75,1016.5,FALSE,24.9,336,1,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
GAS,10,Alpine,0 days 00:01:51.514000,18,0 days 00:00:43.137000,0 days 00:00:31.831000,0 days 00:00:36.546000,SOFT,6,FALSE,6,216,256,,179,1,FALSE,0 days 01:04:21.415000,2025,Qatar Grand Prix,Q,111.514,0 days 01:06:12.929000,20.2,75,1016.5,FALSE,24.9,336,1,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
SAI,55,Williams,0 days 00:01:45.684000,22,0 days 00:00:36.025000,0 days 00:00:33.089000,0 days 00:00:36.570000,SOFT,6,FALSE,6,217,252,,247,1,FALSE,0 days 01:04:55.446000,2025,Qatar Grand Prix,Q,105.684,0 days 01:06:41.130000,20.2,75,1016.5,FALSE,24.9,336,1,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
VER,1,Red Bull Racing,0 days 00:01:39.317000,20,0 days 00:00:36.030000,0 days 00:00:30.899000,0 days 00:00:32.388000,SOFT,4,TRUE,4,221,262,,259,1,FALSE,0 days 01:05:04.957000,2025,Qatar Grand Prix,Q,99.317,0 days 01:06:44.274000,20.3,76,1016.6,FALSE,25,15,0.9,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
RUS,63,Mercedes,0 days 00:01:36.246000,22,0 days 00:00:32.837000,0 days 00:00:30.791000,0 days 00:00:32.618000,SOFT,4,TRUE,4,229,271,,292,1,FALSE,0 days 01:05:24.780000,2025,Qatar Grand Prix,Q,96.246,0 days 01:07:01.026000,20.3,76,1016.6,FALSE,25,15,0.9,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
ALO,14,Aston Martin,,18,0 days 00:00:34.492000,0 days 00:00:30.895000,,SOFT,6,FALSE,5,232,258,,233,152,FALSE,0 days 01:05:50.084000,2025,Qatar Grand Prix,Q,,0 days 01:13:59.039000,20.2,75,1016.5,FALSE,24.6,10,0.8,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
ANT,12,Mercedes,,19,0 days 00:00:36.674000,0 days 00:00:30.102000,,SOFT,6,FALSE,5,222,270,,205,152,FALSE,0 days 01:05:44.246000,2025,Qatar Grand Prix,Q,,0 days 01:14:54.073000,20.2,76,1016.5,FALSE,24.7,2,1,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
RUS,63,Mercedes,,23,,0 days 00:00:35.164000,0 days 00:00:36.298000,SOFT,1,TRUE,5,193,221,167,125,1,FALSE,0 days 01:13:26.023000,2025,Qatar Grand Prix,Q,,0 days 01:15:14.818000,20.2,76,1016.5,FALSE,24.7,2,1,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
NOR,4,McLaren,,16,,0 days 00:00:30.007000,0 days 00:00:35.222000,SOFT,1,TRUE,6,229,170,285,100,1,FALSE,0 days 01:13:40.336000,2025,Qatar Grand Prix,Q,,0 days 01:15:19.205000,20.2,76,1016.5,FALSE,24.7,2,1,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
LEC,16,Ferrari,,21,,0 days 00:00:31.191000,0 days 00:00:29.317000,SOFT,4,FALSE,8,224,263,285,90,1,FALSE,0 days 01:13:47.429000,2025,Qatar Grand Prix,Q,,0 days 01:15:25.841000,20.2,76,1016.5,FALSE,24.7,2,1,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
ALO,14,Aston Martin,,19,,0 days 00:00:32.910000,0 days 00:00:27.568000,SOFT,4,FALSE,6,228,261,283,138,1,FALSE,0 days 01:13:59.039000,2025,Qatar Grand Prix,Q,,0 days 01:15:32.015000,20.2,76,1016.5,FALSE,24.7,2,1,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
HAD,6,Racing Bulls,,19,,0 days 00:00:35.555000,0 days 00:00:26.300000,SOFT,1,TRUE,7,205,266,283,123,1,FALSE,0 days 01:14:05.726000,2025,Qatar Grand Prix,Q,,0 days 01:15:43.980000,20.1,76,1016.5,FALSE,24.7,334,0.5,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
PIA,81,McLaren,,16,,0 days 00:00:29.914000,0 days 00:00:33.415000,SOFT,1,TRUE,6,227,280,285,95,1,FALSE,0 days 01:14:17.666000,2025,Qatar Grand Prix,Q,,0 days 01:15:55.227000,20.1,76,1016.5,FALSE,24.7,334,0.5,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
GAS,10,Alpine,,19,,0 days 00:00:31.205000,0 days 00:00:27.224000,SOFT,4,FALSE,7,216,263,284,144,1,FALSE,0 days 01:14:31.860000,2025,Qatar Grand Prix,Q,,0 days 01:16:02.683000,20.1,76,1016.5,FALSE,24.7,334,0.5,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
VER,1,Red Bull Racing,,21,,0 days 00:00:28.284000,0 days 00:00:30.397000,SOFT,1,TRUE,5,250,198,287,142,1,FALSE,0 days 01:14:40.948000,2025,Qatar Grand Prix,Q,,0 days 01:16:09.854000,20.1,76,1016.5,FALSE,24.7,334,0.5,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
ANT,12,Mercedes,,20,,0 days 00:00:30.075000,0 days 00:00:25.889000,SOFT,1,TRUE,6,232,269,286,135,1,FALSE,0 days 01:14:54.073000,2025,Qatar Grand Prix,Q,,0 days 01:16:22.917000,20.1,76,1016.5,FALSE,24.7,334,0.5,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
SAI,55,Williams,,23,,0 days 00:00:31.979000,0 days 00:00:25.445000,SOFT,1,TRUE,7,234,273,285,163,1,FALSE,0 days 01:15:07.870000,2025,Qatar Grand Prix,Q,,0 days 01:16:35.793000,20.1,76,1016.5,FALSE,24.7,334,0.5,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
LEC,16,Ferrari,0 days 00:01:20.561000,22,0 days 00:00:29.633000,0 days 00:00:27.367000,0 days 00:00:23.561000,SOFT,5,FALSE,8,259,290,284,321,1,TRUE,0 days 01:15:25.841000,2025,Qatar Grand Prix,Q,80.561,0 days 01:16:46.402000,20.1,75,1016.6,FALSE,25,18,1,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
ALO,14,Aston Martin,0 days 00:01:20.418000,20,0 days 00:00:29.358000,0 days 00:00:27.432000,0 days 00:00:23.628000,SOFT,5,FALSE,6,257,287,280,323,1,TRUE,0 days 01:15:32.015000,2025,Qatar Grand Prix,Q,80.418,0 days 01:16:52.433000,20.1,75,1016.6,FALSE,25,18,1,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
RUS,63,Mercedes,0 days 00:01:39.725000,24,0 days 00:00:37.964000,0 days 00:00:36.135000,0 days 00:00:25.626000,SOFT,2,TRUE,5,234,141,288,249,1,FALSE,0 days 01:15:14.818000,2025,Qatar Grand Prix,Q,99.725,0 days 01:16:54.543000,20.1,75,1016.6,FALSE,25,18,1,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
PIA,81,McLaren,0 days 00:01:19.387000,17,0 days 00:00:29.209000,0 days 00:00:26.919000,0 days 00:00:23.259000,SOFT,2,TRUE,6,262,291,285,325,1,TRUE,0 days 01:15:55.227000,2025,Qatar Grand Prix,Q,79.387,0 days 01:17:14.614000,20.1,75,1016.6,FALSE,25,18,1,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
HAD,6,Racing Bulls,,20,0 days 00:00:29.524000,0 days 00:00:29.969000,,SOFT,2,TRUE,7,255,242,,321,1,FALSE,0 days 01:15:43.980000,2025,Qatar Grand Prix,Q,,0 days 01:17:22.318000,20.1,75,1016.6,FALSE,25,18,1,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
GAS,10,Alpine,0 days 00:01:20.477000,20,0 days 00:00:29.551000,0 days 00:00:27.243000,0 days 00:00:23.683000,SOFT,5,FALSE,7,256,287,283,325,1,TRUE,0 days 01:16:02.683000,2025,Qatar Grand Prix,Q,80.477,0 days 01:17:23.160000,20.1,75,1016.6,FALSE,25,18,1,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
NOR,4,McLaren,0 days 00:02:07.019000,17,0 days 00:00:31.868000,0 days 00:00:48.570000,0 days 00:00:46.581000,SOFT,2,TRUE,6,196,49,,320,1,FALSE,0 days 01:15:19.205000,2025,Qatar Grand Prix,Q,127.019,0 days 01:17:26.224000,20.1,75,1016.6,FALSE,25,18,1,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
VER,1,Red Bull Racing,0 days 00:01:19.651000,22,0 days 00:00:29.160000,0 days 00:00:27.064000,0 days 00:00:23.427000,SOFT,2,TRUE,5,258,289,284,327,1,TRUE,0 days 01:16:09.854000,2025,Qatar Grand Prix,Q,79.651,0 days 01:17:29.505000,20.1,75,1016.6,FALSE,25,18,1,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
ANT,12,Mercedes,0 days 00:01:19.846000,21,0 days 00:00:29.331000,0 days 00:00:26.954000,0 days 00:00:23.561000,SOFT,2,TRUE,6,258,292,284,325,1,TRUE,0 days 01:16:22.917000,2025,Qatar Grand Prix,Q,79.846,0 days 01:17:42.763000,20.1,75,1016.6,FALSE,25,20,0.8,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
SAI,55,Williams,0 days 00:01:20.287000,24,0 days 00:00:29.573000,0 days 00:00:27.178000,0 days 00:00:23.536000,SOFT,2,TRUE,7,253,289,285,323,1,TRUE,0 days 01:16:35.793000,2025,Qatar Grand Prix,Q,80.287,0 days 01:17:56.080000,20.1,75,1016.6,FALSE,25,20,0.8,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
RUS,63,Mercedes,0 days 00:01:19.662000,25,0 days 00:00:29.246000,0 days 00:00:26.987000,0 days 00:00:23.429000,SOFT,3,TRUE,5,258,292,285,325,1,TRUE,0 days 01:16:54.543000,2025,Qatar Grand Prix,Q,79.662,0 days 01:18:14.205000,20.1,75,1016.6,FALSE,25,20,0.8,Q3,1,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
LEC,16,Ferrari,,23,0 days 00:00:41.707000,0 days 00:00:34.383000,,SOFT,6,FALSE,8,189,197,,171,1,FALSE,0 days 01:16:46.402000,2025,Qatar Grand Prix,Q,,0 days 01:18:38.736000,20.1,75,1016.6,FALSE,25,20,0.8,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
ALO,14,Aston Martin,,21,0 days 00:00:50.159000,0 days 00:00:33.658000,,SOFT,6,FALSE,6,156,214,,70,1,FALSE,0 days 01:16:52.433000,2025,Qatar Grand Prix,Q,,0 days 01:18:57.908000,20.2,75,1016.4,FALSE,24.9,38,0.6,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
PIA,81,McLaren,0 days 00:01:54.539000,18,0 days 00:00:40.520000,0 days 00:00:34.743000,0 days 00:00:39.276000,SOFT,3,TRUE,6,189,198,,181,1,FALSE,0 days 01:17:14.614000,2025,Qatar Grand Prix,Q,114.539,0 days 01:19:09.153000,20.2,75,1016.4,FALSE,24.9,38,0.6,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
GAS,10,Alpine,,21,0 days 00:00:41.014000,0 days 00:00:32.378000,,SOFT,6,FALSE,7,220,203,,305,1,FALSE,0 days 01:17:23.160000,2025,Qatar Grand Prix,Q,,0 days 01:19:12.338000,20.2,75,1016.4,FALSE,24.9,38,0.6,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
ANT,12,Mercedes,,22,0 days 00:00:38.907000,0 days 00:00:33.939000,,SOFT,3,TRUE,6,205,252,,175,1,FALSE,0 days 01:17:42.763000,2025,Qatar Grand Prix,Q,,0 days 01:19:29.299000,20.2,75,1016.4,FALSE,24.9,38,0.6,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
VER,1,Red Bull Racing,0 days 00:02:04.270000,23,0 days 00:00:46.189000,0 days 00:00:35.592000,0 days 00:00:42.489000,SOFT,3,TRUE,5,194,192,,133,1,FALSE,0 days 01:17:29.505000,2025,Qatar Grand Prix,Q,124.27,0 days 01:19:33.775000,20.2,75,1016.4,FALSE,24.9,38,0.6,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
SAI,55,Williams,,25,0 days 00:00:47.118000,0 days 00:00:35.907000,,SOFT,3,TRUE,7,177,187,,107,1,FALSE,0 days 01:17:56.080000,2025,Qatar Grand Prix,Q,,0 days 01:19:53.061000,20.2,75,1016.6,FALSE,24.9,316,0.3,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
RUS,63,Mercedes,,26,0 days 00:00:45.094000,0 days 00:00:35.529000,,SOFT,4,TRUE,5,178,201,,163,1,FALSE,0 days 01:18:14.205000,2025,Qatar Grand Prix,Q,,0 days 01:20:10.696000,20.2,75,1016.6,FALSE,24.9,316,0.3,Q3,0,Losail,Qatar,Permanent,20,2,Medium,5380,16,0.002973978,336.25
GAS,10,Alpine,,1,,0 days 00:00:43.452000,0 days 00:00:36.884000,MEDIUM,1,TRUE,1,256,290,221,295,1,FALSE,0 days 00:13:30.857000,2025,Abu Dhabi Grand Prix,Q,,0 days 00:15:15.993000,25.2,76,1017.1,FALSE,29.7,275,1.1,Q1,0,Yas Marina,UAE,Permanent,10,2,Medium,5553,21,0.00378174,264.4285714
COL,43,Alpine,,1,,0 days 00:00:43.610000,0 days 00:00:37.954000,SOFT,1,TRUE,1,201,297,223,292,1,FALSE,0 days 00:13:37.809000,2025,Abu Dhabi Grand Prix,Q,,0 days 00:15:27.973000,25.2,76,1017.1,FALSE,29.7,275,1.1,Q1,0,Yas Marina,UAE,Permanent,10,2,Medium,5553,21,0.00378174,264.4285714
LAW,30,Racing Bulls,,1,,0 days 00:00:45.991000,0 days 00:00:37.394000,SOFT,1,TRUE,1,261,257,223,229,1,FALSE,0 days 00:13:44.883000,2025,Abu Dhabi Grand Prix,Q,,0 days 00:15:38.813000,25.2,76,1017.1,FALSE,29.7,275,1.1,Q1,0,Yas Marina,UAE,Permanent,10,2,Medium,5553,21,0.00378174,264.4285714
HAM,44,Ferrari,,1,,0 days 00:00:44.988000,0 days 00:00:35.617000,MEDIUM,1,TRUE,1,257,256,223,253,1,FALSE,0 days 00:13:53.805000,2025,Abu Dhabi Grand Prix,Q,,0 days 00:15:46.753000,25.2,76,1017.1,FALSE,29.7,275,1.1,Q1,0,Yas Marina,UAE,Permanent,10,2,Medium,5553,21,0.00378174,264.4285714
STR,18,Aston Martin,,1,,0 days 00:00:42.776000,0 days 00:00:38.848000,SOFT,1,TRUE,1,254,240,222,234,1,FALSE,0 days 00:13:59.305000,2025,Abu Dhabi Grand Prix,Q,,0 days 00:15:54.881000,25.2,76,1017.1,FALSE,29.7,275,1.1,Q1,0,Yas Marina,UAE,Permanent,10,2,Medium,5553,21,0.00378174,264.4285714
HUL,27,Alfa Romeo,,1,,0 days 00:00:42.620000,0 days 00:00:34.737000,SOFT,1,TRUE,1,257,257,222,257,1,FALSE,0 days 00:14:27.448000,2025,Abu Dhabi Grand Prix,Q,,0 days 00:16:07.749000,25.2,76,1017.1,FALSE,29.6,279,1.6,Q1,0,Yas Marina,UAE,Permanent,10,2,Medium,5553,21,0.00378174,264.4285714
